image_path,true_label,anomaly_score,predicted_prob,predicted_label
data/raw/tank_screw/tank_screw/test/good/0068.png,0,43.994644,0.263,1
data/raw/tank_screw/tank_screw/test/good/0069.png,0,43.861755,0.2296,0
data/raw/tank_screw/tank_screw/test/good/0070.png,0,43.178844,0.058,0
data/raw/tank_screw/tank_screw/test/good/0071.png,0,44.055775,0.2783,1
data/raw/tank_screw/tank_screw/test/good/0072.png,0,44.442806,0.3756,1
data/raw/tank_screw/tank_screw/test/good/0073.png,0,43.713539,0.1924,0
data/raw/tank_screw/tank_screw/test/good/0074.png,0,44.359901,0.3547,1
data/raw/tank_screw/tank_screw/test/good/0075.png,0,43.675686,0.1829,0
data/raw/tank_screw/tank_screw/test/good/0076.png,0,43.664593,0.1801,0
data/raw/tank_screw/tank_screw/test/good/0077.png,0,44.395061,0.3636,1
data/raw/tank_screw/tank_screw/test/good/0078.png,0,43.38987,0.1111,0
data/raw/tank_screw/tank_screw/test/good/0079.png,0,43.671024,0.1817,0
data/raw/tank_screw/tank_screw/test/good/0080.png,0,44.88208,0.4859,1
data/raw/tank_screw/tank_screw/test/good/0081.png,0,43.658108,0.1784,0
data/raw/tank_screw/tank_screw/test/good/0082.png,0,44.878548,0.485,1
data/raw/tank_screw/tank_screw/test/good/0083.png,0,44.35965,0.3547,1
data/raw/tank_screw/tank_screw/test/good/0084.png,0,43.997326,0.2637,1
data/raw/tank_screw/tank_screw/test/good/0085.png,0,43.895767,0.2381,0
data/raw/tank_screw/tank_screw/test/good/0086.png,0,43.629688,0.1713,0
data/raw/tank_screw/tank_screw/test/good/0087.png,0,43.862209,0.2297,0
data/raw/tank_screw/tank_screw/test/good/0088.png,0,44.095318,0.2883,1
data/raw/tank_screw/tank_screw/test/good/0089.png,0,44.345325,0.3511,1
data/raw/tank_screw/tank_screw/test/good/0090.png,0,44.92897,0.4977,1
data/raw/tank_screw/tank_screw/test/good/0091.png,0,43.845806,0.2256,0
data/raw/tank_screw/tank_screw/test/good/0092.png,0,44.274525,0.3333,1
data/raw/tank_screw/tank_screw/test/good/0093.png,0,44.30164,0.3401,1
data/raw/tank_screw/tank_screw/test/good/0094.png,0,44.001999,0.2648,1
data/raw/tank_screw/tank_screw/test/good/0095.png,0,44.563957,0.406,1
data/raw/tank_screw/tank_screw/test/good/0096.png,0,43.680111,0.184,0
data/raw/tank_screw/tank_screw/test/good/0097.png,0,44.016014,0.2684,1
data/raw/tank_screw/tank_screw/test/good/0098.png,0,44.620506,0.4202,1
data/raw/tank_screw/tank_screw/test/good/0099.png,0,44.006527,0.266,1
data/raw/tank_screw/tank_screw/test/good/0100.png,0,43.554443,0.1524,0
data/raw/tank_screw/tank_screw/test/good/0101.png,0,44.796844,0.4645,1
data/raw/tank_screw/tank_screw/test/good/0102.png,0,45.29055,0.5885,1
data/raw/tank_screw/tank_screw/test/good/0103.png,0,43.844376,0.2252,0
data/raw/tank_screw/tank_screw/test/good/0104.png,0,43.524353,0.1448,0
data/raw/tank_screw/tank_screw/test/good/0105.png,0,44.876175,0.4844,1
data/raw/tank_screw/tank_screw/test/good/0106.png,0,44.600933,0.4153,1
data/raw/tank_screw/tank_screw/test/good/0107.png,0,44.600292,0.4151,1
data/raw/tank_screw/tank_screw/test/good/0108.png,0,46.700039,0.9426,1
data/raw/tank_screw/tank_screw/test/good/0109.png,0,44.817123,0.4696,1
data/raw/tank_screw/tank_screw/test/good/0110.png,0,43.847618,0.226,0
data/raw/tank_screw/tank_screw/test/good/0111.png,0,44.262913,0.3304,1
data/raw/tank_screw/tank_screw/test/good/0112.png,0,43.788708,0.2112,0
data/raw/tank_screw/tank_screw/test/good/0113.png,0,46.928432,1.0,1
data/raw/tank_screw/tank_screw/test/good/0114.png,0,44.373577,0.3582,1
data/raw/tank_screw/tank_screw/test/good/0115.png,0,43.662971,0.1797,0
data/raw/tank_screw/tank_screw/test/good/0116.png,0,44.078594,0.2841,1
data/raw/tank_screw/tank_screw/test/good/0117.png,0,44.035568,0.2733,1
data/raw/tank_screw/tank_screw/test/good/0118.png,0,43.748341,0.2011,0
data/raw/tank_screw/tank_screw/test/good/0119.png,0,44.812103,0.4683,1
data/raw/tank_screw/tank_screw/test/good/0120.png,0,44.196541,0.3137,1
data/raw/tank_screw/tank_screw/test/good/0121.png,0,44.164719,0.3057,1
data/raw/tank_screw/tank_screw/test/good/0122.png,0,43.545414,0.1501,0
data/raw/tank_screw/tank_screw/test/good/0123.png,0,44.369938,0.3573,1
data/raw/tank_screw/tank_screw/test/good/0124.png,0,44.274818,0.3334,1
data/raw/tank_screw/tank_screw/test/good/0125.png,0,43.552807,0.152,0
data/raw/tank_screw/tank_screw/test/good/0126.png,0,44.374977,0.3585,1
data/raw/tank_screw/tank_screw/test/good/0127.png,0,44.194515,0.3132,1
data/raw/tank_screw/tank_screw/test/good/0128.png,0,43.987068,0.2611,1
data/raw/tank_screw/tank_screw/test/good/0129.png,0,43.647114,0.1757,0
data/raw/tank_screw/tank_screw/test/good/0130.png,0,43.823147,0.2199,0
data/raw/tank_screw/tank_screw/test/good/0131.png,0,43.90226,0.2398,0
data/raw/tank_screw/tank_screw/test/good/0132.png,0,44.276871,0.3339,1
data/raw/tank_screw/tank_screw/test/good/0133.png,0,46.211964,0.82,1
data/raw/tank_screw/tank_screw/test/good/0134.png,0,43.409203,0.1159,0
data/raw/tank_screw/tank_screw/test/good/0135.png,0,43.935955,0.2482,1
data/raw/tank_screw/tank_screw/test/good/0136.png,0,45.269745,0.5833,1
data/raw/tank_screw/tank_screw/test/good/0137.png,0,43.426395,0.1202,0
data/raw/tank_screw/tank_screw/test/good/0138.png,0,44.619106,0.4199,1
data/raw/tank_screw/tank_screw/test/good/0139.png,0,44.551064,0.4028,1
data/raw/tank_screw/tank_screw/test/good/0140.png,0,43.477875,0.1332,0
data/raw/tank_screw/tank_screw/test/good/0141.png,0,43.667671,0.1808,0
data/raw/tank_screw/tank_screw/test/good/0142.png,0,43.200291,0.0634,0
data/raw/tank_screw/tank_screw/test/good/0143.png,0,43.622826,0.1696,0
data/raw/tank_screw/tank_screw/test/good/0144.png,0,44.10104,0.2897,1
data/raw/tank_screw/tank_screw/test/good/0145.png,0,43.910027,0.2417,0
data/raw/tank_screw/tank_screw/test/good/0146.png,0,43.683243,0.1848,0
data/raw/tank_screw/tank_screw/test/good/0147.png,0,43.814892,0.2178,0
data/raw/tank_screw/tank_screw/test/good/0148.png,0,44.088531,0.2866,1
data/raw/tank_screw/tank_screw/test/good/0149.png,0,43.943428,0.2501,1
data/raw/tank_screw/tank_screw/test/good/0150.png,0,43.543171,0.1496,0
data/raw/tank_screw/tank_screw/test/good/0151.png,0,44.405666,0.3662,1
data/raw/tank_screw/tank_screw/test/good/0152.png,0,44.87674,0.4846,1
data/raw/tank_screw/tank_screw/test/good/0153.png,0,43.668106,0.181,0
data/raw/tank_screw/tank_screw/test/good/0154.png,0,44.343853,0.3507,1
data/raw/tank_screw/tank_screw/test/good/0155.png,0,44.519051,0.3947,1
data/raw/tank_screw/tank_screw/test/good/0156.png,0,44.062569,0.28,1
data/raw/tank_screw/tank_screw/test/good/0157.png,0,44.231113,0.3224,1
data/raw/tank_screw/tank_screw/test/good/0158.png,0,44.158684,0.3042,1
data/raw/tank_screw/tank_screw/test/good/0159.png,0,44.604027,0.4161,1
data/raw/tank_screw/tank_screw/test/good/0160.png,0,44.135639,0.2984,1
data/raw/tank_screw/tank_screw/test/good/0161.png,0,43.666691,0.1806,0
data/raw/tank_screw/tank_screw/test/good/0162.png,0,45.215786,0.5698,1
data/raw/tank_screw/tank_screw/test/good/0163.png,0,43.946304,0.2508,1
data/raw/tank_screw/tank_screw/test/good/0164.png,0,43.89967,0.2391,0
data/raw/tank_screw/tank_screw/test/good/0165.png,0,43.191601,0.0612,0
data/raw/tank_screw/tank_screw/test/good/0166.png,0,43.705921,0.1905,0
data/raw/tank_screw/tank_screw/test/good/0167.png,0,43.453484,0.127,0
data/raw/tank_screw/tank_screw/test/good/0168.png,0,45.831299,0.7244,1
data/raw/tank_screw/tank_screw/test/good/0169.png,0,44.057934,0.2789,1
data/raw/tank_screw/tank_screw/test/good/0170.png,0,43.788326,0.2112,0
data/raw/tank_screw/tank_screw/test/good/0171.png,0,43.466324,0.1303,0
data/raw/tank_screw/tank_screw/test/good/0172.png,0,44.190559,0.3122,1
data/raw/tank_screw/tank_screw/test/good/0173.png,0,44.293491,0.3381,1
data/raw/tank_screw/tank_screw/test/good/0174.png,0,44.678322,0.4347,1
data/raw/tank_screw/tank_screw/test/good/0175.png,0,44.333721,0.3482,1
data/raw/tank_screw/tank_screw/test/good/0176.png,0,44.658089,0.4297,1
data/raw/tank_screw/tank_screw/test/good/0177.png,0,43.8083,0.2162,0
data/raw/tank_screw/tank_screw/test/good/0178.png,0,44.209347,0.3169,1
data/raw/tank_screw/tank_screw/test/good/0179.png,0,43.830395,0.2217,0
data/raw/tank_screw/tank_screw/test/good/0180.png,0,44.409241,0.3671,1
data/raw/tank_screw/tank_screw/test/good/0181.png,0,43.928986,0.2465,0
data/raw/tank_screw/tank_screw/test/good/0182.png,0,44.926704,0.4971,1
data/raw/tank_screw/tank_screw/test/good/0183.png,0,44.072636,0.2826,1
data/raw/tank_screw/tank_screw/test/good/0184.png,0,44.135632,0.2984,1
data/raw/tank_screw/tank_screw/test/good/0185.png,0,43.918488,0.2439,0
data/raw/tank_screw/tank_screw/test/good/0186.png,0,43.794765,0.2128,0
data/raw/tank_screw/tank_screw/test/good/0187.png,0,43.941284,0.2496,1
data/raw/tank_screw/tank_screw/test/good/0188.png,0,43.531719,0.1467,0
data/raw/tank_screw/tank_screw/test/good/0189.png,0,44.298836,0.3394,1
data/raw/tank_screw/tank_screw/test/good/0190.png,0,43.934017,0.2478,1
data/raw/tank_screw/tank_screw/test/good/0191.png,0,44.330467,0.3473,1
data/raw/tank_screw/tank_screw/test/good/0192.png,0,43.186604,0.06,0
data/raw/tank_screw/tank_screw/test/good/0193.png,0,44.217995,0.3191,1
data/raw/tank_screw/tank_screw/test/good/0194.png,0,43.212917,0.0666,0
data/raw/tank_screw/tank_screw/test/good/0195.png,0,44.273712,0.3331,1
data/raw/tank_screw/tank_screw/test/good/0196.png,0,43.739941,0.199,0
data/raw/tank_screw/tank_screw/test/good/0197.png,0,44.529076,0.3972,1
data/raw/tank_screw/tank_screw/test/good/0198.png,0,43.52784,0.1457,0
data/raw/tank_screw/tank_screw/test/good/0199.png,0,44.932247,0.4985,1
data/raw/tank_screw/tank_screw/test/good/0200.png,0,43.432777,0.1218,0
data/raw/tank_screw/tank_screw/test/good/0201.png,0,44.649769,0.4276,1
data/raw/tank_screw/tank_screw/test/good/0202.png,0,43.878529,0.2338,0
data/raw/tank_screw/tank_screw/test/good/0203.png,0,43.36375,0.1045,0
data/raw/tank_screw/tank_screw/test/good/0204.png,0,44.096012,0.2884,1
data/raw/tank_screw/tank_screw/test/good/0205.png,0,43.665962,0.1804,0
data/raw/tank_screw/tank_screw/test/good/0206.png,0,43.959255,0.2541,1
data/raw/tank_screw/tank_screw/test/good/0207.png,0,44.111874,0.2924,1
data/raw/tank_screw/tank_screw/test/good/0208.png,0,43.813824,0.2176,0
data/raw/tank_screw/tank_screw/test/good/0209.png,0,44.335804,0.3487,1
data/raw/tank_screw/tank_screw/test/good/0210.png,0,44.767181,0.4571,1
data/raw/tank_screw/tank_screw/test/good/0211.png,0,43.507915,0.1407,0
data/raw/tank_screw/tank_screw/test/good/0212.png,0,44.531742,0.3979,1
data/raw/tank_screw/tank_screw/test/good/0213.png,0,43.446953,0.1254,0
data/raw/tank_screw/tank_screw/test/good/0214.png,0,43.688961,0.1862,0
data/raw/tank_screw/tank_screw/test/good/0215.png,0,44.447884,0.3768,1
data/raw/tank_screw/tank_screw/test/good/0216.png,0,44.90189,0.4909,1
data/raw/tank_screw/tank_screw/test/good/0217.png,0,43.923607,0.2451,0
data/raw/tank_screw/tank_screw/test/good/0218.png,0,43.748852,0.2012,0
data/raw/tank_screw/tank_screw/test/good/0219.png,0,44.124924,0.2957,1
data/raw/tank_screw/tank_screw/test/good/0220.png,0,43.488235,0.1358,0
data/raw/tank_screw/tank_screw/test/good/0221.png,0,45.475159,0.6349,1
data/raw/tank_screw/tank_screw/test/good/0222.png,0,44.187046,0.3113,1
data/raw/tank_screw/tank_screw/test/good/0223.png,0,44.546501,0.4016,1
data/raw/tank_screw/tank_screw/test/good/0224.png,0,45.331661,0.5989,1
data/raw/tank_screw/tank_screw/test/good/0225.png,0,44.354519,0.3534,1
data/raw/tank_screw/tank_screw/test/good/0226.png,0,43.889793,0.2366,0
data/raw/tank_screw/tank_screw/test/good/0227.png,0,43.904526,0.2403,0
data/raw/tank_screw/tank_screw/test/good/0228.png,0,44.408264,0.3669,1
data/raw/tank_screw/tank_screw/test/good/0229.png,0,45.902081,0.7422,1
data/raw/tank_screw/tank_screw/test/good/0230.png,0,43.237911,0.0729,0
data/raw/tank_screw/tank_screw/test/good/0231.png,0,43.74369,0.1999,0
data/raw/tank_screw/tank_screw/test/good/0232.png,0,44.624065,0.4211,1
data/raw/tank_screw/tank_screw/test/good/0233.png,0,43.800587,0.2142,0
data/raw/tank_screw/tank_screw/test/good/0234.png,0,44.792751,0.4635,1
data/raw/tank_screw/tank_screw/test/good/0235.png,0,43.332092,0.0965,0
data/raw/tank_screw/tank_screw/test/good/0236.png,0,44.279819,0.3346,1
data/raw/tank_screw/tank_screw/test/good/0237.png,0,44.793434,0.4637,1
data/raw/tank_screw/tank_screw/test/good/0238.png,0,43.873852,0.2326,0
data/raw/tank_screw/tank_screw/test/good/0239.png,0,43.826939,0.2209,0
data/raw/tank_screw/tank_screw/test/good/0240.png,0,43.582275,0.1594,0
data/raw/tank_screw/tank_screw/test/good/0241.png,0,43.201569,0.0637,0
data/raw/tank_screw/tank_screw/test/good/0242.png,0,45.325306,0.5973,1
data/raw/tank_screw/tank_screw/test/good/0243.png,0,44.701336,0.4405,1
data/raw/tank_screw/tank_screw/test/good/0244.png,0,44.077816,0.2839,1
data/raw/tank_screw/tank_screw/test/good/0245.png,0,44.356472,0.3539,1
data/raw/tank_screw/tank_screw/test/good/0246.png,0,44.035957,0.2734,1
data/raw/tank_screw/tank_screw/test/good/0247.png,0,43.166298,0.0549,0
data/raw/tank_screw/tank_screw/test/good/0248.png,0,45.80003,0.7165,1
data/raw/tank_screw/tank_screw/test/good/0249.png,0,43.883327,0.235,0
data/raw/tank_screw/tank_screw/test/good/0250.png,0,43.75293,0.2023,0
data/raw/tank_screw/tank_screw/test/good/0251.png,0,43.659393,0.1788,0
data/raw/tank_screw/tank_screw/test/good/0252.png,0,43.867794,0.2311,0
data/raw/tank_screw/tank_screw/test/good/0253.png,0,43.679897,0.1839,0
data/raw/tank_screw/tank_screw/test/good/0254.png,0,44.019814,0.2693,1
data/raw/tank_screw/tank_screw/test/good/0255.png,0,44.768372,0.4574,1
data/raw/tank_screw/tank_screw/test/good/0256.png,0,44.041046,0.2746,1
data/raw/tank_screw/tank_screw/test/good/0257.png,0,44.106148,0.291,1
data/raw/tank_screw/tank_screw/test/good/0258.png,0,43.369999,0.1061,0
data/raw/tank_screw/tank_screw/test/good/0259.png,0,43.309761,0.0909,0
data/raw/tank_screw/tank_screw/test/good/0260.png,0,43.973164,0.2576,1
data/raw/tank_screw/tank_screw/test/good/0261.png,0,43.262428,0.079,0
data/raw/tank_screw/tank_screw/test/good/0262.png,0,44.649628,0.4275,1
data/raw/tank_screw/tank_screw/test/good/0263.png,0,44.379078,0.3596,1
data/raw/tank_screw/tank_screw/test/good/0264.png,0,43.981106,0.2596,1
data/raw/tank_screw/tank_screw/test/good/0265.png,0,43.429169,0.1209,0
data/raw/tank_screw/tank_screw/test/good/0266.png,0,43.332253,0.0966,0
data/raw/tank_screw/tank_screw/test/good/0267.png,0,43.897316,0.2385,0
data/raw/tank_screw/tank_screw/test/good/0268.png,0,44.731537,0.4481,1
data/raw/tank_screw/tank_screw/test/good/0269.png,0,43.415123,0.1174,0
data/raw/tank_screw/tank_screw/test/good/0270.png,0,44.349651,0.3522,1
data/raw/tank_screw/tank_screw/test/good/0271.png,0,44.438728,0.3745,1
data/raw/tank_screw/tank_screw/test/good/0272.png,0,44.200161,0.3146,1
data/raw/tank_screw/tank_screw/test/good/0273.png,0,43.562824,0.1545,0
data/raw/tank_screw/tank_screw/test/good/0274.png,0,44.083946,0.2854,1
data/raw/tank_screw/tank_screw/test/good/0275.png,0,43.302395,0.0891,0
data/raw/tank_screw/tank_screw/test/good/0276.png,0,43.996212,0.2634,1
data/raw/tank_screw/tank_screw/test/good/0277.png,0,43.301373,0.0888,0
data/raw/tank_screw/tank_screw/test/good/0278.png,0,45.365952,0.6075,1
data/raw/tank_screw/tank_screw/test/good/0279.png,0,44.296478,0.3388,1
data/raw/tank_screw/tank_screw/test/good/0280.png,0,44.182446,0.3102,1
data/raw/tank_screw/tank_screw/test/good/0281.png,0,43.362476,0.1042,0
data/raw/tank_screw/tank_screw/test/good/0282.png,0,43.807507,0.216,0
data/raw/tank_screw/tank_screw/test/good/0283.png,0,44.04063,0.2745,1
data/raw/tank_screw/tank_screw/test/good/0284.png,0,43.493225,0.137,0
data/raw/tank_screw/tank_screw/test/good/0285.png,0,43.834583,0.2228,0
data/raw/tank_screw/tank_screw/test/good/0286.png,0,44.555141,0.4038,1
data/raw/tank_screw/tank_screw/test/good/0287.png,0,43.142605,0.0489,0
data/raw/tank_screw/tank_screw/test/good/0288.png,0,44.224609,0.3208,1
data/raw/tank_screw/tank_screw/test/good/0289.png,0,43.555126,0.1526,0
data/raw/tank_screw/tank_screw/test/good/0290.png,0,43.982903,0.26,1
data/raw/tank_screw/tank_screw/test/good/0291.png,0,44.080715,0.2846,1
data/raw/tank_screw/tank_screw/test/good/0292.png,0,44.548878,0.4022,1
data/raw/tank_screw/tank_screw/test/good/0293.png,0,44.161774,0.305,1
data/raw/tank_screw/tank_screw/test/good/0294.png,0,44.367733,0.3567,1
data/raw/tank_screw/tank_screw/test/good/0295.png,0,43.6754,0.1828,0
data/raw/tank_screw/tank_screw/test/good/0296.png,0,43.858047,0.2287,0
data/raw/tank_screw/tank_screw/test/good/0297.png,0,42.947807,0.0,0
data/raw/tank_screw/tank_screw/test/good/0298.png,0,44.018375,0.2689,1
data/raw/tank_screw/tank_screw/test/good/0299.png,0,45.026958,0.5223,1
data/raw/tank_screw/tank_screw/test/good/0300.png,0,43.343761,0.0995,0
data/raw/tank_screw/tank_screw/test/good/0301.png,0,45.283726,0.5868,1
data/raw/tank_screw/tank_screw/test/good/0302.png,0,43.976208,0.2584,1
data/raw/tank_screw/tank_screw/test/good/0303.png,0,43.607723,0.1658,0
data/raw/tank_screw/tank_screw/test/good/0304.png,0,43.403076,0.1144,0
data/raw/tank_screw/tank_screw/test/good/0305.png,0,43.812832,0.2173,0
data/raw/tank_screw/tank_screw/test/good/0306.png,0,43.653633,0.1773,0
data/raw/tank_screw/tank_screw/test/good/0307.png,0,43.304592,0.0896,0
data/raw/tank_screw/tank_screw/test/good/0308.png,0,44.39735,0.3641,1
data/raw/tank_screw/tank_screw/test/good/0309.png,0,44.34618,0.3513,1
data/raw/tank_screw/tank_screw/test/good/0310.png,0,44.410259,0.3674,1
data/raw/tank_screw/tank_screw/test/good/0311.png,0,43.927563,0.2461,0
data/raw/tank_screw/tank_screw/test/good/0312.png,0,44.204647,0.3157,1
data/raw/tank_screw/tank_screw/test/good/0313.png,0,45.249119,0.5781,1
data/raw/tank_screw/tank_screw/test/good/0314.png,0,44.079376,0.2843,1
data/raw/tank_screw/tank_screw/test/good/0315.png,0,43.427322,0.1205,0
data/raw/tank_screw/tank_screw/test/good/0316.png,0,43.971935,0.2573,1
data/raw/tank_screw/tank_screw/test/good/0317.png,0,43.820362,0.2192,0
data/raw/tank_screw/tank_screw/test/missing/0000.png,1,44.387493,0.3617,1
data/raw/tank_screw/tank_screw/test/missing/0001.png,1,45.837627,0.726,1
data/raw/tank_screw/tank_screw/test/missing/0002.png,1,44.168621,0.3067,1
data/raw/tank_screw/tank_screw/test/missing/0003.png,1,44.202023,0.3151,1
data/raw/tank_screw/tank_screw/test/missing/0004.png,1,44.146717,0.3012,1
data/raw/tank_screw/tank_screw/test/missing/0005.png,1,44.714314,0.4438,1
data/raw/tank_screw/tank_screw/test/missing/0006.png,1,44.185898,0.311,1
data/raw/tank_screw/tank_screw/test/missing/0007.png,1,44.069504,0.2818,1
data/raw/tank_screw/tank_screw/test/missing/0008.png,1,44.464237,0.381,1
data/raw/tank_screw/tank_screw/test/missing/0009.png,1,44.271385,0.3325,1
data/raw/tank_screw/tank_screw/test/missing/0010.png,1,45.246532,0.5775,1
data/raw/tank_screw/tank_screw/test/missing/0011.png,1,43.776669,0.2082,0
data/raw/tank_screw/tank_screw/test/missing/0012.png,1,43.954948,0.253,1
data/raw/tank_screw/tank_screw/test/missing/0013.png,1,44.201672,0.315,1
data/raw/tank_screw/tank_screw/test/missing/0014.png,1,43.512051,0.1417,0
data/raw/tank_screw/tank_screw/test/missing/0015.png,1,44.394173,0.3634,1
data/raw/tank_screw/tank_screw/test/missing/0016.png,1,44.09568,0.2884,1
data/raw/tank_screw/tank_screw/test/missing/0017.png,1,43.716019,0.193,0
data/raw/tank_screw/tank_screw/test/missing/0018.png,1,44.469349,0.3822,1
data/raw/tank_screw/tank_screw/test/missing/0019.png,1,43.704769,0.1902,0
data/raw/tank_screw/tank_screw/test/missing/0020.png,1,44.099091,0.2892,1
data/raw/tank_screw/tank_screw/test/missing/0021.png,1,44.726357,0.4468,1
data/raw/tank_screw/tank_screw/test/missing/0022.png,1,44.842636,0.476,1
data/raw/tank_screw/tank_screw/test/missing/0023.png,1,43.95435,0.2529,1
data/raw/tank_screw/tank_screw/test/missing/0024.png,1,44.649666,0.4275,1
data/raw/tank_screw/tank_screw/test/missing/0025.png,1,44.248379,0.3267,1
data/raw/tank_screw/tank_screw/test/missing/0026.png,1,43.94664,0.2509,1
data/raw/tank_screw/tank_screw/test/missing/0027.png,1,46.041111,0.7771,1
data/raw/tank_screw/tank_screw/test/missing/0028.png,1,44.194088,0.3131,1
data/raw/tank_screw/tank_screw/test/missing/0029.png,1,44.422283,0.3704,1
