image_path,true_label,anomaly_score,predicted_label
data/raw/tank_screw/tank_screw/test/good/0093.png,0,44.023205,1
data/raw/tank_screw/tank_screw/test/good/0094.png,0,43.990246,1
data/raw/tank_screw/tank_screw/test/good/0095.png,0,44.315292,1
data/raw/tank_screw/tank_screw/test/good/0096.png,0,43.603954,0
data/raw/tank_screw/tank_screw/test/good/0097.png,0,43.891613,0
data/raw/tank_screw/tank_screw/test/good/0098.png,0,44.489956,1
data/raw/tank_screw/tank_screw/test/good/0099.png,0,43.856266,0
data/raw/tank_screw/tank_screw/test/good/0100.png,0,43.938049,0
data/raw/tank_screw/tank_screw/test/good/0101.png,0,44.812813,1
data/raw/tank_screw/tank_screw/test/good/0102.png,0,45.200958,1
data/raw/tank_screw/tank_screw/test/good/0103.png,0,44.207993,1
data/raw/tank_screw/tank_screw/test/good/0104.png,0,43.943104,0
data/raw/tank_screw/tank_screw/test/good/0105.png,0,45.253082,1
data/raw/tank_screw/tank_screw/test/good/0106.png,0,44.856873,1
data/raw/tank_screw/tank_screw/test/good/0107.png,0,44.506348,1
data/raw/tank_screw/tank_screw/test/good/0108.png,0,46.883904,1
data/raw/tank_screw/tank_screw/test/good/0109.png,0,44.571468,1
data/raw/tank_screw/tank_screw/test/good/0110.png,0,43.693489,0
data/raw/tank_screw/tank_screw/test/good/0111.png,0,43.941151,0
data/raw/tank_screw/tank_screw/test/good/0112.png,0,43.869766,0
data/raw/tank_screw/tank_screw/test/good/0113.png,0,46.880074,1
data/raw/tank_screw/tank_screw/test/good/0114.png,0,44.910946,1
data/raw/tank_screw/tank_screw/test/good/0115.png,0,43.691525,0
data/raw/tank_screw/tank_screw/test/good/0116.png,0,44.223213,1
data/raw/tank_screw/tank_screw/test/good/0117.png,0,44.328304,1
data/raw/tank_screw/tank_screw/test/good/0118.png,0,43.638233,0
data/raw/tank_screw/tank_screw/test/good/0119.png,0,44.625149,1
data/raw/tank_screw/tank_screw/test/good/0120.png,0,44.117275,1
data/raw/tank_screw/tank_screw/test/good/0121.png,0,44.205105,1
data/raw/tank_screw/tank_screw/test/good/0122.png,0,43.782028,0
data/raw/tank_screw/tank_screw/test/good/0123.png,0,44.343304,1
data/raw/tank_screw/tank_screw/test/good/0124.png,0,44.280376,1
data/raw/tank_screw/tank_screw/test/good/0125.png,0,43.632301,0
data/raw/tank_screw/tank_screw/test/good/0126.png,0,44.511189,1
data/raw/tank_screw/tank_screw/test/good/0127.png,0,44.423584,1
data/raw/tank_screw/tank_screw/test/good/0128.png,0,44.455036,1
data/raw/tank_screw/tank_screw/test/good/0129.png,0,43.304764,0
data/raw/tank_screw/tank_screw/test/good/0130.png,0,43.862946,0
data/raw/tank_screw/tank_screw/test/good/0131.png,0,44.079266,1
data/raw/tank_screw/tank_screw/test/good/0132.png,0,44.53611,1
data/raw/tank_screw/tank_screw/test/good/0133.png,0,45.964783,1
data/raw/tank_screw/tank_screw/test/good/0134.png,0,43.37878,0
data/raw/tank_screw/tank_screw/test/good/0135.png,0,43.806164,0
data/raw/tank_screw/tank_screw/test/good/0136.png,0,45.402267,1
data/raw/tank_screw/tank_screw/test/good/0137.png,0,43.873867,0
data/raw/tank_screw/tank_screw/test/good/0138.png,0,44.547485,1
data/raw/tank_screw/tank_screw/test/good/0139.png,0,44.546276,1
data/raw/tank_screw/tank_screw/test/good/0140.png,0,43.61842,0
data/raw/tank_screw/tank_screw/test/good/0141.png,0,43.813091,0
data/raw/tank_screw/tank_screw/test/good/0142.png,0,42.909859,0
data/raw/tank_screw/tank_screw/test/good/0143.png,0,43.926556,0
data/raw/tank_screw/tank_screw/test/good/0144.png,0,44.177486,1
data/raw/tank_screw/tank_screw/test/good/0145.png,0,43.75473,0
data/raw/tank_screw/tank_screw/test/good/0146.png,0,43.625256,0
data/raw/tank_screw/tank_screw/test/good/0147.png,0,43.6441,0
data/raw/tank_screw/tank_screw/test/good/0148.png,0,44.038086,1
data/raw/tank_screw/tank_screw/test/good/0149.png,0,43.980419,1
data/raw/tank_screw/tank_screw/test/good/0150.png,0,43.778831,0
data/raw/tank_screw/tank_screw/test/good/0151.png,0,44.269985,1
data/raw/tank_screw/tank_screw/test/good/0152.png,0,44.416683,1
data/raw/tank_screw/tank_screw/test/good/0153.png,0,43.628029,0
data/raw/tank_screw/tank_screw/test/good/0154.png,0,44.322369,1
data/raw/tank_screw/tank_screw/test/good/0155.png,0,44.267876,1
data/raw/tank_screw/tank_screw/test/good/0156.png,0,44.267365,1
data/raw/tank_screw/tank_screw/test/good/0157.png,0,44.104572,1
data/raw/tank_screw/tank_screw/test/good/0158.png,0,44.337524,1
data/raw/tank_screw/tank_screw/test/good/0159.png,0,44.848171,1
data/raw/tank_screw/tank_screw/test/good/0160.png,0,43.925106,0
data/raw/tank_screw/tank_screw/test/good/0161.png,0,43.568798,0
data/raw/tank_screw/tank_screw/test/good/0162.png,0,45.209164,1
data/raw/tank_screw/tank_screw/test/good/0163.png,0,43.606541,0
data/raw/tank_screw/tank_screw/test/good/0164.png,0,44.224007,1
data/raw/tank_screw/tank_screw/test/good/0165.png,0,43.054058,0
data/raw/tank_screw/tank_screw/test/good/0166.png,0,43.826984,0
data/raw/tank_screw/tank_screw/test/good/0167.png,0,43.254513,0
data/raw/tank_screw/tank_screw/test/good/0168.png,0,45.21526,1
data/raw/tank_screw/tank_screw/test/good/0169.png,0,44.05035,1
data/raw/tank_screw/tank_screw/test/good/0170.png,0,43.799244,0
data/raw/tank_screw/tank_screw/test/good/0171.png,0,43.507618,0
data/raw/tank_screw/tank_screw/test/good/0172.png,0,43.935303,0
data/raw/tank_screw/tank_screw/test/good/0173.png,0,44.842396,1
data/raw/tank_screw/tank_screw/test/good/0174.png,0,44.79966,1
data/raw/tank_screw/tank_screw/test/good/0175.png,0,44.279171,1
data/raw/tank_screw/tank_screw/test/good/0176.png,0,43.993996,1
data/raw/tank_screw/tank_screw/test/good/0177.png,0,44.051907,1
data/raw/tank_screw/tank_screw/test/good/0178.png,0,43.796967,0
data/raw/tank_screw/tank_screw/test/good/0179.png,0,43.97477,1
data/raw/tank_screw/tank_screw/test/good/0180.png,0,44.37281,1
data/raw/tank_screw/tank_screw/test/good/0181.png,0,43.739201,0
data/raw/tank_screw/tank_screw/test/good/0182.png,0,44.647713,1
data/raw/tank_screw/tank_screw/test/good/0183.png,0,44.083546,1
data/raw/tank_screw/tank_screw/test/good/0184.png,0,44.362583,1
data/raw/tank_screw/tank_screw/test/good/0185.png,0,43.821621,0
data/raw/tank_screw/tank_screw/test/good/0186.png,0,43.980198,1
data/raw/tank_screw/tank_screw/test/good/0187.png,0,43.918079,0
data/raw/tank_screw/tank_screw/test/good/0188.png,0,43.727203,0
data/raw/tank_screw/tank_screw/test/good/0189.png,0,44.623287,1
data/raw/tank_screw/tank_screw/test/good/0190.png,0,43.769451,0
data/raw/tank_screw/tank_screw/test/good/0191.png,0,44.282185,1
data/raw/tank_screw/tank_screw/test/good/0192.png,0,43.158913,0
data/raw/tank_screw/tank_screw/test/good/0193.png,0,44.483837,1
data/raw/tank_screw/tank_screw/test/good/0194.png,0,43.145355,0
data/raw/tank_screw/tank_screw/test/good/0195.png,0,44.290203,1
data/raw/tank_screw/tank_screw/test/good/0196.png,0,43.803543,0
data/raw/tank_screw/tank_screw/test/good/0197.png,0,44.537575,1
data/raw/tank_screw/tank_screw/test/good/0198.png,0,43.688961,0
data/raw/tank_screw/tank_screw/test/good/0199.png,0,44.793182,1
data/raw/tank_screw/tank_screw/test/good/0200.png,0,43.415482,0
data/raw/tank_screw/tank_screw/test/good/0201.png,0,44.954651,1
data/raw/tank_screw/tank_screw/test/good/0202.png,0,43.864517,0
data/raw/tank_screw/tank_screw/test/good/0203.png,0,43.580017,0
data/raw/tank_screw/tank_screw/test/good/0204.png,0,44.038036,1
data/raw/tank_screw/tank_screw/test/good/0205.png,0,43.701931,0
data/raw/tank_screw/tank_screw/test/good/0206.png,0,44.220043,1
data/raw/tank_screw/tank_screw/test/good/0207.png,0,43.881107,0
data/raw/tank_screw/tank_screw/test/good/0208.png,0,43.679482,0
data/raw/tank_screw/tank_screw/test/good/0209.png,0,44.28484,1
data/raw/tank_screw/tank_screw/test/good/0210.png,0,44.494862,1
data/raw/tank_screw/tank_screw/test/good/0211.png,0,43.490555,0
data/raw/tank_screw/tank_screw/test/good/0212.png,0,44.398926,1
data/raw/tank_screw/tank_screw/test/good/0213.png,0,43.327332,0
data/raw/tank_screw/tank_screw/test/good/0214.png,0,43.592003,0
data/raw/tank_screw/tank_screw/test/good/0215.png,0,44.15078,1
data/raw/tank_screw/tank_screw/test/good/0216.png,0,44.672199,1
data/raw/tank_screw/tank_screw/test/good/0217.png,0,44.030323,1
data/raw/tank_screw/tank_screw/test/good/0218.png,0,43.515926,0
data/raw/tank_screw/tank_screw/test/good/0219.png,0,43.875423,0
data/raw/tank_screw/tank_screw/test/good/0220.png,0,43.519279,0
data/raw/tank_screw/tank_screw/test/good/0221.png,0,45.475922,1
data/raw/tank_screw/tank_screw/test/good/0222.png,0,44.416077,1
data/raw/tank_screw/tank_screw/test/good/0223.png,0,44.202415,1
data/raw/tank_screw/tank_screw/test/good/0224.png,0,45.313557,1
data/raw/tank_screw/tank_screw/test/good/0225.png,0,44.511986,1
data/raw/tank_screw/tank_screw/test/good/0226.png,0,43.785595,0
data/raw/tank_screw/tank_screw/test/good/0227.png,0,44.047726,1
data/raw/tank_screw/tank_screw/test/good/0228.png,0,44.579342,1
data/raw/tank_screw/tank_screw/test/good/0229.png,0,45.840572,1
data/raw/tank_screw/tank_screw/test/good/0230.png,0,43.427135,0
data/raw/tank_screw/tank_screw/test/good/0231.png,0,44.113457,1
data/raw/tank_screw/tank_screw/test/good/0232.png,0,44.506599,1
data/raw/tank_screw/tank_screw/test/good/0233.png,0,43.999512,1
data/raw/tank_screw/tank_screw/test/good/0234.png,0,45.019863,1
data/raw/tank_screw/tank_screw/test/good/0235.png,0,43.202362,0
data/raw/tank_screw/tank_screw/test/good/0236.png,0,43.791119,0
data/raw/tank_screw/tank_screw/test/good/0237.png,0,44.843182,1
data/raw/tank_screw/tank_screw/test/good/0238.png,0,43.965816,1
data/raw/tank_screw/tank_screw/test/good/0239.png,0,44.12273,1
data/raw/tank_screw/tank_screw/test/good/0240.png,0,43.684029,0
data/raw/tank_screw/tank_screw/test/good/0241.png,0,43.522907,0
data/raw/tank_screw/tank_screw/test/good/0242.png,0,45.088531,1
data/raw/tank_screw/tank_screw/test/good/0243.png,0,44.862087,1
data/raw/tank_screw/tank_screw/test/good/0244.png,0,43.949539,1
data/raw/tank_screw/tank_screw/test/good/0245.png,0,44.172329,1
data/raw/tank_screw/tank_screw/test/good/0246.png,0,43.639717,0
data/raw/tank_screw/tank_screw/test/good/0247.png,0,43.213947,0
data/raw/tank_screw/tank_screw/test/good/0248.png,0,45.237499,1
data/raw/tank_screw/tank_screw/test/good/0249.png,0,43.786915,0
data/raw/tank_screw/tank_screw/test/good/0250.png,0,43.583534,0
data/raw/tank_screw/tank_screw/test/good/0251.png,0,44.286598,1
data/raw/tank_screw/tank_screw/test/good/0252.png,0,43.568256,0
data/raw/tank_screw/tank_screw/test/good/0253.png,0,43.299786,0
data/raw/tank_screw/tank_screw/test/good/0254.png,0,43.744869,0
data/raw/tank_screw/tank_screw/test/good/0255.png,0,44.875351,1
data/raw/tank_screw/tank_screw/test/good/0256.png,0,44.028545,1
data/raw/tank_screw/tank_screw/test/good/0257.png,0,44.050579,1
data/raw/tank_screw/tank_screw/test/good/0258.png,0,43.335793,0
data/raw/tank_screw/tank_screw/test/good/0259.png,0,43.250652,0
data/raw/tank_screw/tank_screw/test/good/0260.png,0,43.921272,0
data/raw/tank_screw/tank_screw/test/good/0261.png,0,43.267216,0
data/raw/tank_screw/tank_screw/test/good/0262.png,0,44.885803,1
data/raw/tank_screw/tank_screw/test/good/0263.png,0,44.275372,1
data/raw/tank_screw/tank_screw/test/good/0264.png,0,44.379456,1
data/raw/tank_screw/tank_screw/test/good/0265.png,0,43.558147,0
data/raw/tank_screw/tank_screw/test/good/0266.png,0,43.369549,0
data/raw/tank_screw/tank_screw/test/good/0267.png,0,44.529198,1
data/raw/tank_screw/tank_screw/test/good/0268.png,0,44.753712,1
data/raw/tank_screw/tank_screw/test/good/0269.png,0,43.321304,0
data/raw/tank_screw/tank_screw/test/good/0270.png,0,44.126888,1
data/raw/tank_screw/tank_screw/test/good/0271.png,0,44.476143,1
data/raw/tank_screw/tank_screw/test/good/0272.png,0,44.177509,1
data/raw/tank_screw/tank_screw/test/good/0273.png,0,43.924141,0
data/raw/tank_screw/tank_screw/test/good/0274.png,0,43.661785,0
data/raw/tank_screw/tank_screw/test/good/0275.png,0,43.436661,0
data/raw/tank_screw/tank_screw/test/good/0276.png,0,43.896637,0
data/raw/tank_screw/tank_screw/test/good/0277.png,0,43.324451,0
data/raw/tank_screw/tank_screw/test/good/0278.png,0,45.808205,1
data/raw/tank_screw/tank_screw/test/good/0279.png,0,44.155926,1
data/raw/tank_screw/tank_screw/test/good/0280.png,0,43.983139,1
data/raw/tank_screw/tank_screw/test/good/0281.png,0,43.620556,0
data/raw/tank_screw/tank_screw/test/good/0282.png,0,44.313938,1
data/raw/tank_screw/tank_screw/test/good/0283.png,0,44.112236,1
data/raw/tank_screw/tank_screw/test/good/0284.png,0,43.720139,0
data/raw/tank_screw/tank_screw/test/good/0285.png,0,43.921429,0
data/raw/tank_screw/tank_screw/test/good/0286.png,0,44.681904,1
data/raw/tank_screw/tank_screw/test/good/0287.png,0,43.311676,0
data/raw/tank_screw/tank_screw/test/good/0288.png,0,44.376293,1
data/raw/tank_screw/tank_screw/test/good/0289.png,0,43.494503,0
data/raw/tank_screw/tank_screw/test/good/0290.png,0,44.252312,1
data/raw/tank_screw/tank_screw/test/good/0291.png,0,44.166904,1
data/raw/tank_screw/tank_screw/test/good/0292.png,0,44.388229,1
data/raw/tank_screw/tank_screw/test/good/0293.png,0,44.198559,1
data/raw/tank_screw/tank_screw/test/good/0294.png,0,44.283138,1
data/raw/tank_screw/tank_screw/test/good/0295.png,0,43.496346,0
data/raw/tank_screw/tank_screw/test/good/0296.png,0,43.550552,0
data/raw/tank_screw/tank_screw/test/good/0297.png,0,43.621986,0
data/raw/tank_screw/tank_screw/test/good/0298.png,0,43.939167,0
data/raw/tank_screw/tank_screw/test/good/0299.png,0,44.935726,1
data/raw/tank_screw/tank_screw/test/good/0300.png,0,43.66267,0
data/raw/tank_screw/tank_screw/test/good/0301.png,0,45.27076,1
data/raw/tank_screw/tank_screw/test/good/0302.png,0,44.102577,1
data/raw/tank_screw/tank_screw/test/good/0303.png,0,43.77771,0
data/raw/tank_screw/tank_screw/test/good/0304.png,0,43.270565,0
data/raw/tank_screw/tank_screw/test/good/0305.png,0,44.255688,1
data/raw/tank_screw/tank_screw/test/good/0306.png,0,43.475704,0
data/raw/tank_screw/tank_screw/test/good/0307.png,0,43.673176,0
data/raw/tank_screw/tank_screw/test/good/0308.png,0,44.001785,1
data/raw/tank_screw/tank_screw/test/good/0309.png,0,44.371567,1
data/raw/tank_screw/tank_screw/test/good/0310.png,0,44.347462,1
data/raw/tank_screw/tank_screw/test/good/0311.png,0,43.884827,0
data/raw/tank_screw/tank_screw/test/good/0312.png,0,44.067303,1
data/raw/tank_screw/tank_screw/test/good/0313.png,0,45.017071,1
data/raw/tank_screw/tank_screw/test/good/0314.png,0,44.019436,1
data/raw/tank_screw/tank_screw/test/good/0315.png,0,43.788132,0
data/raw/tank_screw/tank_screw/test/good/0316.png,0,43.824245,0
data/raw/tank_screw/tank_screw/test/good/0317.png,0,43.84697,0
data/raw/tank_screw/tank_screw/test/missing/0000.png,1,44.493557,1
data/raw/tank_screw/tank_screw/test/missing/0001.png,1,45.554482,1
data/raw/tank_screw/tank_screw/test/missing/0002.png,1,43.979885,1
data/raw/tank_screw/tank_screw/test/missing/0003.png,1,44.148296,1
data/raw/tank_screw/tank_screw/test/missing/0004.png,1,44.253178,1
data/raw/tank_screw/tank_screw/test/missing/0005.png,1,44.236534,1
data/raw/tank_screw/tank_screw/test/missing/0006.png,1,44.080593,1
data/raw/tank_screw/tank_screw/test/missing/0007.png,1,44.274624,1
data/raw/tank_screw/tank_screw/test/missing/0008.png,1,44.611305,1
data/raw/tank_screw/tank_screw/test/missing/0009.png,1,44.450508,1
data/raw/tank_screw/tank_screw/test/missing/0010.png,1,44.574501,1
data/raw/tank_screw/tank_screw/test/missing/0011.png,1,43.790119,0
data/raw/tank_screw/tank_screw/test/missing/0012.png,1,43.797302,0
data/raw/tank_screw/tank_screw/test/missing/0013.png,1,43.994171,1
data/raw/tank_screw/tank_screw/test/missing/0014.png,1,43.839706,0
data/raw/tank_screw/tank_screw/test/missing/0015.png,1,44.676632,1
data/raw/tank_screw/tank_screw/test/missing/0016.png,1,44.062298,1
data/raw/tank_screw/tank_screw/test/missing/0017.png,1,43.710541,0
data/raw/tank_screw/tank_screw/test/missing/0018.png,1,44.271744,1
data/raw/tank_screw/tank_screw/test/missing/0019.png,1,43.840839,0
data/raw/tank_screw/tank_screw/test/missing/0020.png,1,44.230003,1
data/raw/tank_screw/tank_screw/test/missing/0021.png,1,44.260941,1
data/raw/tank_screw/tank_screw/test/missing/0022.png,1,45.069851,1
data/raw/tank_screw/tank_screw/test/missing/0023.png,1,43.90617,0
data/raw/tank_screw/tank_screw/test/missing/0024.png,1,44.11161,1
data/raw/tank_screw/tank_screw/test/missing/0025.png,1,44.322151,1
data/raw/tank_screw/tank_screw/test/missing/0026.png,1,43.968693,1
data/raw/tank_screw/tank_screw/test/missing/0027.png,1,45.84552,1
data/raw/tank_screw/tank_screw/test/missing/0028.png,1,43.976955,1
data/raw/tank_screw/tank_screw/test/missing/0029.png,1,44.283627,1
data/raw/tank_screw/tank_screw/test/missing/0030.png,1,43.600018,0
data/raw/tank_screw/tank_screw/test/missing/0031.png,1,44.139797,1
data/raw/tank_screw/tank_screw/test/missing/0032.png,1,43.912838,0
data/raw/tank_screw/tank_screw/test/missing/0033.png,1,44.297173,1
data/raw/tank_screw/tank_screw/test/missing/0034.png,1,43.259838,0
data/raw/tank_screw/tank_screw/test/missing/0035.png,1,45.539219,1
data/raw/tank_screw/tank_screw/test/missing/0036.png,1,43.567444,0
data/raw/tank_screw/tank_screw/test/missing/0037.png,1,43.927784,0
data/raw/tank_screw/tank_screw/test/missing/0038.png,1,44.320217,1
data/raw/tank_screw/tank_screw/test/missing/0039.png,1,44.620514,1
data/raw/tank_screw/tank_screw/test/missing/0040.png,1,43.716351,0
data/raw/tank_screw/tank_screw/test/missing/0041.png,1,44.608047,1
data/raw/tank_screw/tank_screw/test/missing/0042.png,1,43.95731,1
data/raw/tank_screw/tank_screw/test/missing/0043.png,1,44.843922,1
data/raw/tank_screw/tank_screw/test/missing/0044.png,1,44.430824,1
data/raw/tank_screw/tank_screw/test/missing/0045.png,1,44.345543,1
data/raw/tank_screw/tank_screw/test/missing/0046.png,1,44.547359,1
data/raw/tank_screw/tank_screw/test/missing/0047.png,1,44.316967,1
data/raw/tank_screw/tank_screw/test/missing/0048.png,1,43.492352,0
data/raw/tank_screw/tank_screw/test/missing/0049.png,1,44.10397,1
data/raw/tank_screw/tank_screw/test/missing/0050.png,1,43.946869,1
data/raw/tank_screw/tank_screw/test/missing/0051.png,1,43.805866,0
data/raw/tank_screw/tank_screw/test/missing/0052.png,1,44.207939,1
data/raw/tank_screw/tank_screw/test/missing/0053.png,1,45.174191,1
data/raw/tank_screw/tank_screw/test/missing/0054.png,1,44.809368,1
data/raw/tank_screw/tank_screw/test/missing/0055.png,1,44.375336,1
data/raw/tank_screw/tank_screw/test/missing/0056.png,1,44.380245,1
data/raw/tank_screw/tank_screw/test/missing/0057.png,1,44.297028,1
data/raw/tank_screw/tank_screw/test/missing/0058.png,1,44.389534,1
data/raw/tank_screw/tank_screw/test/missing/0059.png,1,44.345539,1
data/raw/tank_screw/tank_screw/test/missing/0060.png,1,44.590221,1
data/raw/tank_screw/tank_screw/test/missing/0061.png,1,45.057678,1
data/raw/tank_screw/tank_screw/test/missing/0062.png,1,44.31319,1
data/raw/tank_screw/tank_screw/test/missing/0063.png,1,44.384979,1
data/raw/tank_screw/tank_screw/test/missing/0064.png,1,44.490902,1
data/raw/tank_screw/tank_screw/test/missing/0065.png,1,43.986336,1
data/raw/tank_screw/tank_screw/test/missing/0066.png,1,44.405941,1
data/raw/tank_screw/tank_screw/test/missing/0067.png,1,45.974022,1
data/raw/tank_screw/tank_screw/test/missing/0068.png,1,44.425762,1
data/raw/tank_screw/tank_screw/test/missing/0069.png,1,43.834038,0
data/raw/tank_screw/tank_screw/test/missing/0070.png,1,44.358158,1
data/raw/tank_screw/tank_screw/test/missing/0071.png,1,44.022472,1
data/raw/tank_screw/tank_screw/test/missing/0072.png,1,44.993977,1
data/raw/tank_screw/tank_screw/test/missing/0073.png,1,44.137459,1
data/raw/tank_screw/tank_screw/test/missing/0074.png,1,44.195774,1
data/raw/tank_screw/tank_screw/test/missing/0075.png,1,44.33028,1
data/raw/tank_screw/tank_screw/test/missing/0076.png,1,44.305996,1
data/raw/tank_screw/tank_screw/test/missing/0077.png,1,44.58094,1
